10.100000	40.400000	0.000000
9.949838	40.237635	0.000000
10.100004	40.399992	0.000000
10.251090	40.559343	0.000000
10.403390	40.715577	0.000000
10.556816	40.868156	0.000000
10.711678	41.016896	0.000000
10.867904	41.161200	0.000000
11.025820	41.300806	0.000000
11.185361	41.435060	0.000000
11.346868	41.563620	0.000000
11.510276	41.685781	0.000000
11.675936	41.801126	0.000000
11.843776	41.908903	0.000000
12.014152	42.008605	0.000000
12.186990	42.099415	0.000000
12.362654	42.180685	0.000000
12.541080	42.251448	0.000000
12.722671	42.310769	0.000000
12.907403	42.357311	0.000000
13.095769	42.389510	0.000000
13.287824	42.405148	0.000000
13.484264	42.401294	0.000000
13.685289	42.373751	0.000000
13.891762	42.316456	0.000000
14.103827	42.220873	0.000000
14.321675	42.074914	0.000000
14.543091	41.864273	0.000000
14.762976	41.576642	0.000000
14.971936	41.213137	0.000000
15.162004	40.790388	0.000000
15.330049	40.331614	0.000000
15.477988	39.853333	0.000000
15.608869	39.366250	0.000000
15.726033	38.875035	0.000000
15.831918	38.383118	0.000000
15.928720	37.891237	0.000000
16.017921	37.400764	0.000000
16.100936	36.911343	0.000000
16.178724	36.423697	0.000000
16.252275	35.937199	0.000000
16.322292	35.452316	0.000000
16.389580	34.968275	0.000000
16.454736	34.485439	0.000000
16.518504	34.002955	0.000000
16.581486	33.521110	0.000000
16.644478	33.038986	0.000000
16.708185	32.556805	0.000000
16.773571	32.073588	0.000000
16.841575	31.589519	0.000000
16.913483	31.103643	0.000000
16.990668	30.616194	0.000000
17.074994	30.126471	0.000000
17.168544	29.635271	0.000000
17.274080	29.143039	0.000000
17.394586	28.652800	0.000000
17.533480	28.169010	0.000000
17.693251	27.701057	0.000000
17.874643	27.261395	0.000000
18.074642	26.864913	0.000000
18.287747	26.521439	0.000000
18.507468	26.233673	0.000000
18.729273	25.996937	0.000000
18.950111	25.804086	0.000000
19.168849	25.647253	0.000000
19.384750	25.519905	0.000000
19.597973	25.416427	0.000000
19.808435	25.332564	0.000000
20.016581	25.264770	0.000000
20.222445	25.210369	0.000000
20.426486	25.167101	0.000000
20.628722	25.133229	0.000000
20.829571	25.107261	0.000000
21.029012	25.088021	0.000000
21.227420	25.074491	0.000000
21.424728	25.065840	0.000000
21.621280	25.061352	0.000000
21.816977	25.060424	0.000000
22.012131	25.062541	0.000000
22.206620	25.067253	0.000000
22.400733	25.074185	0.000000
22.594329	25.082995	0.000000
22.787678	25.093408	0.000000
22.980624	25.105161	0.000000
23.173423	25.118053	0.000000
23.365907	25.131880	0.000000
23.558320	25.146495	0.000000
23.750485	25.161742	0.000000
23.942638	25.177513	0.000000
24.134595	25.193689	0.000000
24.326582	25.210194	0.000000
24.518411	25.226935	0.000000
24.710303	25.243863	0.000000
24.902064	25.260903	0.000000
25.093912	25.278028	0.000000
25.285648	25.295178	0.000000
25.477487	25.312339	0.000000
25.669229	25.329467	0.000000
25.861084	25.346556	0.000000
26.052851	25.363571	0.000000
26.244739	25.380515	0.000000
26.436545	25.397360	0.000000
26.628476	25.414114	0.000000
26.820328	25.430754	0.000000
27.012308	25.447292	0.000000
27.204210	25.463707	0.000000
27.396242	25.480015	0.000000
27.588197	25.496197	0.000000
27.780282	25.512270	0.000000
27.972291	25.528216	0.000000
28.164429	25.544054	0.000000
28.356490	25.559767	0.000000
28.548680	25.575372	0.000000
28.740793	25.590854	0.000000
28.933034	25.606232	0.000000
29.125198	25.621488	0.000000
29.317490	25.636642	0.000000
29.509703	25.651678	0.000000
29.702044	25.666614	0.000000
29.894306	25.681433	0.000000
30.086695	25.696155	0.000000
30.279004	25.710763	0.000000
30.471440	25.725275	0.000000
30.663795	25.739677	0.000000
30.856277	25.753984	0.000000
31.048678	25.768183	0.000000
31.241205	25.782289	0.000000
